word,level,pos
staff,b1,noun
stage,a2,noun
stage,b2,verb
stair,a2,noun
stamp,a2,noun
stand,b2,noun
stand,a1,verb
standard,b1,adjective
standard,b1,noun
star,a1,noun
star,a2,verb
stare,b2,verb
start,a2,noun
start,a1,verb
state,b1,adjective
state,a2,noun
state,b1,verb
statement,a1,noun
station,a1,noun
statistic,b1,noun
statue,b1,noun
status,b2,noun
stay,a2,noun
stay,a1,verb
steady,b2,adjective
steal,a2,verb
steel,b2,noun
steep,b2,adjective
step,a2,noun
step,b2,verb
stick,b1,noun
stick,b1,verb
sticky,b2,adjective
stiff,b2,adjective
still,b1,adjective
still,a1,adverb
stock,b2,noun
stomach,a2,noun
stone,a2,noun
stop,a1,noun
stop,a1,verb
store,a2,noun
store,b1,verb
storm,a2,noun
story,a1,noun
straight,a2,adjective
straight,a2,adverb
strange,a2,adjective
stranger,b1,noun
strategy,a2,noun
stream,b2,noun
street,a1,noun
strength,b1,noun
stress,a2,noun
stress,a2,verb
stretch,b2,noun
stretch,b2,verb
strict,b2,adjective
strike,b2,noun
strike,b2,verb
string,b1,noun
strong,a1,adjective
strongly,b1,adverb
structure,a2,noun
structure,b2,verb
struggle,b2,noun
struggle,b2,verb
student,a1,noun
studio,b1,noun
study,a1,noun
study,a1,verb
stuff,b1,noun
stuff,b2,verb
stupid,a2,adjective
style,a1,noun
subject,b2,adjective
subject,a1,noun
submit,b2,verb
substance,b1,noun
succeed,a2,verb
success,a1,noun
successful,a2,adjective
successfully,b1,adverb
sudden,b1,adjective
suddenly,a2,adverb
suffer,b1,verb
sugar,a1,noun
suggest,a2,verb
suggestion,a2,noun
suit,a2,noun
suit,b1,verb
suitable,b1,adjective
sum,b2,noun
sum,b2,verb
summarize,b1,verb
summary,b1,noun
summer,a1,noun
sun,a1,noun
sunday,a1,noun
supermarket,a1,noun
supply,b1,noun
supply,b1,verb
support,a2,noun
support,a2,verb
supporter,b1,noun
suppose,a2,verb
sure,a1,adjective
sure,a2,adverb
surely,b1,adverb
surface,b1,noun
surgery,b2,noun
surprise,a2,noun
surprise,a2,verb
surprised,a2,adjective
surprising,a2,adjective
surround,b2,verb
surrounding,b2,adjective
survey,a2,noun
survey,b2,verb
survive,b1,verb
suspect,b2,noun
suspect,b2,verb
swear,b2,verb
sweater,a1,noun
sweep,b2,verb
sweet,a2,adjective
sweet,a2,noun
swim,b1,noun
swim,a1,verb
swimming,a1,noun
switch,b2,noun
switch,b1,verb
symbol,a2,noun
sympathy,b2,noun
symptom,b1,noun
system,a2,noun
t-shirt,a1,noun
table,a1,noun
tablet,a2,noun
tail,b1,noun
take,a1,verb
tale,b2,noun
talent,b1,noun
talented,b1,adjective
talk,a2,noun
talk,a1,verb
tall,a1,adjective
tank,b2,noun
tape,b1,noun
target,a2,noun
target,b2,verb
task,a2,noun
taste,a2,noun
taste,a2,verb
tax,b1,noun
tax,b1,verb
taxi,a1,noun
tea,a1,noun
teach,a1,verb
teacher,a1,noun
teaching,a2,noun
team,a1,noun
tear,b2,noun
tear,b2,verb
technical,b1,adjective
technique,b1,noun
technology,a2,noun
teenage,a2,adjective
teenager,a1,noun
telephone,a1,noun
telephone,a1,verb
television,a1,noun
tell,a1,verb
temperature,a2,noun
temporary,b2,adjective
tend,b1,verb
tennis,a1,noun
tent,b1,noun
term,a2,noun
term,b2,verb
terrible,a1,adjective
test,a1,noun
test,a1,verb
text,a1,noun
text,a2,verb
thank,a1,verb
thanks,a1,noun
that,b1,adverb
theatre,a1,noun
theme,b1,noun
then,a1,adverb
theory,b1,noun
therapy,b2,noun
there,a1,adverb
therefore,b1,adverb
thick,a2,adjective
thief,a2,noun
thin,a2,adjective
thing,a1,noun
think,a1,verb
thinking,a2,noun
third,a2,noun
thirsty,a1,adjective
this,b1,adverb
though,b1,adverb
thought,a2,noun
threat,b2,noun
threaten,b2,verb
throat,b1,noun
through,a1,adverb
throughout,b1,adverb
throw,a2,verb
thursday,a1,noun
thus,b2,adverb
ticket,a1,noun
tidy,a2,adjective
tidy,a2,verb
tie,a2,noun
tie,a2,verb
tight,b1,adjective
time,a1,noun
time,b2,verb
tin,b1,noun
tiny,b1,adjective
tip,a2,noun
tip,b1,verb
tired,a1,adjective
title,a1,noun
title,b2,verb
today,a1,adverb
today,a1,noun
toe,b1,noun
together,a1,adverb
toilet,a1,noun
tomato,a1,noun
tomorrow,a1,adverb
tomorrow,a1,noun
tone,b2,noun
tongue,b1,noun
tonight,a1,adverb
tonight,a1,noun
too,a1,adverb
tool,a2,noun
tooth,a1,noun
top,a2,adjective
top,a2,noun
topic,a1,noun
total,b1,adjective
total,b1,noun
totally,b1,adverb
touch,b1,noun
touch,a2,verb
tough,b2,adjective
tour,a2,noun
tour,b1,verb
tourism,a2,noun
tourist,a1,noun
towel,a2,noun
tower,a2,noun
town,a1,noun
toy,a2,adjective
toy,a2,noun
track,a2,noun
track,b2,verb
trade,b1,noun
trade,b1,verb
tradition,a2,noun
traditional,a2,adjective
traffic,a1,noun
train,a1,noun
train,a2,verb
trainer,a2,noun
training,a2,noun
transfer,b2,noun
transfer,b2,verb
transform,b2,verb
transition,b2,noun
translate,b1,verb
translation,b1,noun
transport,a2,noun
transport,b1,verb
travel,a1,noun
travel,a1,verb
traveller,a2,noun
treat,b1,verb
treatment,b1,noun
tree,a1,noun
trend,b1,noun
trial,b2,noun
trick,b1,noun
trick,b1,verb
trip,a1,noun
trip,b2,verb
tropical,b2,adjective
trouble,a2,noun
trouble,b2,verb
trousers,a1,noun
truck,a2,noun
true,a1,adjective
truly,b2,adverb
trust,b2,noun
trust,b2,verb
truth,b1,noun
try,b2,noun
try,a1,verb
tube,b1,noun
tuesday,a1,noun
tune,b2,noun
tunnel,b2,noun
turn,a1,noun
turn,a1,verb
tv,a1,noun
twice,a1,adverb
twin,a2,adjective
twin,a2,noun
type,a1,noun
type,b1,verb
typical,a2,adjective
typically,b1,adverb
tyre,b1,noun
ugly,b1,adjective
ultimately,b2,adverb
umbrella,a1,noun
unable,b1,adjective
uncle,a1,noun
uncomfortable,b1,adjective
unconscious,b2,adjective
under,a1,adverb
underground,a2,adjective
underground,a2,adverb
understand,a1,verb
understanding,a2,noun
underwear,b1,noun
unemployed,b1,adjective
unemployment,b1,noun
unexpected,b2,adjective
unfair,b1,adjective
unfortunately,a2,adverb
unhappy,a2,adjective
uniform,a2,noun
union,b1,noun
unique,b2,adjective
unit,a2,noun
united,a2,adjective
universe,b2,noun
university,a1,noun
unknown,b2,adjective
unlikely,b1,adjective
unnecessary,b1,adjective
unpleasant,b1,adjective
unusual,a2,adjective
up,a1,adverb
update,b1,noun
update,b1,verb
upper,b2,adjective
upset,b1,adjective
upset,b1,verb
upstairs,a2,adjective
upstairs,a1,adverb
upwards,b2,adverb
urban,b2,adjective
urge,b2,verb
use,a2,noun
use,a1,verb
used,b1,adjective
useful,a1,adjective
user,a2,noun
usual,a2,adjective
usually,a1,adverb
vacation,a1,noun
valley,a2,noun
valuable,b1,adjective
value,b1,noun
value,b2,verb
van,a2,noun
variety,a2,noun
various,b1,adjective
vary,b2,verb
vast,b2,adjective
vegetable,a1,noun
vehicle,a2,noun
venue,b2,noun
version,b1,noun
very,b2,adjective
very,a1,adverb
victim,b1,noun
victory,b2,noun
video,a1,noun
view,a2,noun
view,b1,verb
viewer,b1,noun
village,a1,noun
violence,b2,noun
violent,b1,adjective
virtual,b2,adjective
virus,a2,noun
vision,b2,noun
visit,a1,noun
visit,a1,verb
visitor,a1,noun
visual,b2,adjective
vital,b2,adjective
vitamin,b2,noun
voice,a2,noun
volume,b2,noun
volunteer,b1,noun
volunteer,b1,verb
vote,b1,noun
vote,b1,verb
wage,b2,noun
wait,a2,noun
wait,a1,verb
waiter,a1,noun
wake,a1,verb
walk,a1,noun
walk,a1,verb
wall,a1,noun
want,a1,verb
war,a2,noun
warm,a1,adjective
warm,b1,verb
warn,b1,verb
warning,b1,noun
wash,a2,noun
wash,a1,verb
washing,a2,noun
waste,b1,adjective
waste,b1,noun
waste,b1,verb
watch,a1,noun
watch,a1,verb
water,a1,noun
water,b1,verb
wave,a2,noun
wave,b1,verb
way,b2,adverb
way,a1,noun
weak,a2,adjective
weakness,b2,noun
wealth,b2,noun
wealthy,b2,adjective
weapon,b1,noun
wear,a1,verb
weather,a1,noun
web,a2,noun
website,a1,noun
wedding,a2,noun
wednesday,a1,noun
week,a1,noun
weekend,a1,noun
weigh,b1,verb
weight,a2,noun
welcome,a1,adjective
welcome,a2,noun
welcome,a1,verb
well,a1,adjective
well,a1,adverb
west,a1,adjective
west,a1,adverb
west,a1,noun
western,b1,adjective
wet,a2,adjective
wheel,a2,noun
when,a1,adverb
where,a1,adverb
while,b1,noun
whisper,b2,noun
whisper,b2,verb
white,a1,adjective
white,a1,noun
whole,a2,adjective
whole,b1,noun
why,a1,adverb
wide,a2,adjective
widely,b2,adverb
wife,a1,noun
wild,a2,adjective
wildlife,b2,noun
will,b1,noun
willing,b2,adjective
win,b1,noun
win,a1,verb
wind,a2,noun
wind,b2,verb
window,a1,noun
wine,a1,noun
wing,b1,noun
winner,a2,noun
winter,a1,noun
wire,b2,noun
wise,b2,adjective
wish,a2,noun
wish,a2,verb
witness,b2,noun
witness,b2,verb
woman,a1,noun
wonder,b1,noun
wonder,b1,verb
wonderful,a1,adjective
wood,a2,noun
wooden,a2,adjective
wool,b1,noun
word,a1,noun
work,a1,noun
work,a1,verb
worker,a1,noun
working,a2,adjective
world,a1,noun
worldwide,b1,adjective
worldwide,b1,adverb
worried,a2,adjective
worry,b1,noun
worry,a2,verb
worse,a2,adjective
worse,b1,adverb
worse,b2,noun
worst,a2,adjective
worst,b1,adverb
worst,b2,noun
worth,b1,adjective
worth,b2,noun
wound,b2,noun
wound,b2,verb
wrap,b2,verb
write,a1,verb
writer,a1,noun
writing,a1,noun
written,b1,adjective
wrong,a1,adjective
wrong,b1,adverb
wrong,b2,noun
yard,b1,noun
year,a1,noun
yellow,a1,adjective
yellow,a1,noun
yesterday,a1,adverb
yesterday,a1,noun
yet,a2,adverb
young,a1,adjective
young,b1,noun
youth,b1,noun
zone,b2,noun
